rowid,toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmrasymerr,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,st_pmdecsymerr,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidsymerr,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpersymerr,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandurhsymerr,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepsymerr,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radesymerr,pl_insol,pl_eqt,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_tmagsymerr,st_dist,st_disterr1,st_disterr2,st_distlim,st_distsymerr,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffsymerr,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggsymerr,st_rad,st_raderr1,st_raderr2,st_radlim,st_radsymerr,toi_created,rowupdate,target,eng_period_duration_ratio,eng_prad_srad_ratio,eng_transit_shape,eng_duration_period_ratio,eng_stellar_density,eng_transit_probability,eng_temp_ratio,eng_signal_quality,eng_habitable_zone
434,1363.01,1363,230017325,230017325.01,1,FP,19h25m52.59s,291.469121,+61d46m33.84s,61.776068,-6.849,0.06,-0.06,0.0,1.0,-8.871,0.046,-0.046,0.0,1.0,2460649.216907,0.001163,-0.001163,0,1,9.6926509,1.02e-05,-1.02e-05,0,1,2.819,0.521,-0.521,0,1,1393.0,49.959,-49.959,0,1,13.5133,0.720922,-0.720922,0,1,198.127,1045.0,10.3843,0.007,-0.007,0,1,615.12,10.067,-10.067,0,1,6012.0,128.6,-128.6,0,1,3.39,0.08,-0.08,0,1,3.51,0.17,-0.17,0,1,2019-10-30 21:47:36,2025-07-23 10:08:02,0.0,82.51990833628946,0.0353205781646148,13.239771271033362,0.0121182878187981,561922.2264441098,0.7721092150876603,0.1738190286094477,0.097775741103003,0
436,1365.01,1365,367099243,367099243.01,1,FP,21h10m55s,317.729186,+72d36m55.28s,72.615356,-25.691,0.047,-0.047,0.0,1.0,-13.894,0.045,-0.045,0.0,1.0,2460421.898853,0.000331,-0.000331,0,1,1.8286961,6e-07,-6e-07,0,1,3.37,0.263,-0.263,0,1,7283.0,4371.13,-4371.13,0,1,21.4433,2.03926,-2.03926,0,1,18194.7,3235.0,10.4849,0.006,-0.006,0,1,244.318,1.586,-1.586,0,1,6046.3,179.4,-179.4,0,1,4.43,0.11,-0.11,0,1,1.23,0.05,-0.05,0,1,2019-10-30 21:47:36,2024-07-26 10:08:01,0.0,13.023355014836795,0.1599410755575445,25.32358886978787,0.0767851293972063,2208.862278073408,0.8225154902098276,0.5350379570977292,0.4659617953730453,0
437,1366.01,1366,120602501,120602501.01,1,FP,22h30m44.84s,337.686813,+40d00m13.55s,40.003763,64.486,0.036,-0.036,0.0,1.0,-47.157,0.047,-0.047,0.0,1.0,2459830.772785,0.000393,-0.000393,0,1,14.8626982,7.9e-06,-7.9e-06,0,1,3.3250502,0.0421866,-0.0421866,0,1,8264.2193919,70.83259,-70.83259,0,1,26.5090911,7.460604,-7.460604,0,1,202.6095767,962.2429589,8.48216,0.006,-0.006,0,1,118.59,0.437,-0.437,0,1,5705.0,185.1,-185.1,0,1,3.97,0.07,-0.07,0,1,1.73364,0.0842312,-0.0842312,0,1,2019-10-30 21:47:36,2023-08-18 16:02:02,0.0,107.27800644934624,0.1402844135127257,27.34026454702464,0.0093215751587644,1234616.518317209,0.286787672530536,0.1686666010341805,3.3445511171306066,0
438,1367.01,1367,129539786,129539786.01,1,FP,22h55m48.87s,343.953614,+39d38m42.42s,39.645117,-55.543,0.038,-0.038,0.0,1.0,-28.177,0.038,-0.038,0.0,1.0,2459850.248203,0.001907,-0.001907,0,1,2.0881134,7e-06,-7e-06,0,1,2.307,0.54,-0.54,0,1,730.0,89.0682,-89.0682,0,1,5.41738,0.375371,-0.375371,0,1,8383.12,2665.0,9.24102,0.006,-0.006,0,1,195.858,1.1855,-1.1855,0,1,6255.8,330.7,-330.7,0,1,4.11,0.09,-0.09,0,1,1.7,0.08,-0.08,0,1,2019-10-30 21:47:36,2022-11-07 16:02:02,0.0,21.722896228868663,0.029235725849973,11.711535401912696,0.0460343772517335,10250.691955486947,1.0405897278660954,0.4260046676684037,0.1468638334892017,0
439,1368.01,1368,136971594,136971594.01,1,FP,21h11m51.87s,317.966114,+43d35m34.26s,43.592849,-96.263,0.046,-0.046,0.0,1.0,-2.55,0.051,-0.051,0.0,1.0,2458711.81369,0.00474,-0.00474,0,1,1.25562,0.00024,-0.00024,0,1,2.304,0.293,-0.293,0,1,290.0,0.738273,-0.738273,0,1,2.95064,0.21712,-0.21712,0,1,2790.4,2024.0,9.1384,0.006,-0.006,0,1,158.181,0.7595,-0.7595,0,1,5717.0,132.4,-132.4,0,1,3.97,0.07,-0.07,0,1,1.72,0.08,-0.08,0,1,2019-10-30 21:47:36,2021-10-29 12:59:15,0.0,13.079375,0.015738425432046,7.391226721322224,0.0764562526879151,2237.489340327881,1.4778248456533107,0.3540318348784327,0.0641265680642704,0
440,1369.01,1369,155005217,155005217.01,1,FP,23h00m58.52s,345.243825,+42d32m57.54s,42.549318,-1.704,0.095,-0.095,0.0,1.0,0.007,0.099,-0.099,0.0,1.0,2459867.206961,0.001571,-0.001571,0,1,7.6047417,0.0003056,-0.0003056,0,1,5.23,0.542,-0.542,0,1,1200.0,65.5037,-65.5037,0,1,6.14418,0.369492,-0.369492,0,1,2393.29,1948.0,10.4216,0.01,-0.01,0,1,516.299,21.2785,-21.2785,0,1,9139.0,167.7,-167.7,0,1,4.29,0.08,-0.08,0,1,1.8,0.09,-0.09,0,1,2019-10-30 21:47:36,2023-05-24 12:02:59,0.0,34.89747625239006,0.0313159021406727,6.62352125265345,0.0286553673041474,42499.327817370686,0.4654605304118931,0.2131524236787394,0.0813844149950087,0
442,1370.01,1370,155114483,155114483.01,1,FP,23h02m59.63s,345.748458,+44d33m53.45s,44.564848,12.325,0.044,-0.044,0.0,1.0,-9.1,0.045,-0.045,0.0,1.0,2459877.368408,0.000516,-0.000516,0,1,5.2651271,4.6e-06,-4.6e-06,0,1,2.463,0.261,-0.261,0,1,3450.0,166.451,-166.451,0,1,11.2446,0.411863,-0.411863,0,1,2619.14,1993.0,9.25068,0.006,-0.006,0,1,275.493,2.3225,-2.3225,0,1,8728.0,161.6,-161.6,0,1,4.32,0.07,-0.07,0,1,1.7,0.05,-0.05,0,1,2019-10-30 21:47:36,2022-12-05 16:02:02,0.0,51.30452716199756,0.0606832164058283,23.84762510042779,0.0194914572907461,135041.4424151755,0.5617068003234446,0.2283455545371219,0.6879345081667789,0
444,1372.01,1372,164150539,164150539.01,1,FP,22h23m00.86s,335.753569,+30d34m21.81s,30.572726,7.989,0.07,-0.07,0.0,1.0,3.749,0.085,-0.085,0.0,1.0,2459850.543759,0.001592,-0.001592,0,1,6.1600888,1.35e-05,-1.35e-05,0,1,1.67,0.585,-0.585,0,1,1120.0,192.971,-192.971,0,1,8.22262,0.523202,-0.523202,0,1,143.457,964.0,10.3126,0.006,-0.006,0,1,244.043,3.7655,-3.7655,0,1,5772.0,123.2,-123.2,0,1,4.07,0.08,-0.08,0,1,1.55,0.07,-0.07,0,1,2019-10-30 21:47:36,2022-11-07 16:02:02,0.0,88.5282222754491,0.0486689553122225,20.03976111458864,0.0112958328349638,693817.4682430463,0.4612542523792588,0.167013167013167,0.0839804162068411,0
445,1373.01,1373,176899385,176899385.01,1,KP,23h39m05.78s,354.774092,+42d27m57.55s,42.465987,-20.075,0.074,-0.074,0.0,1.0,3.123,0.049,-0.049,0.0,1.0,2460605.038813,0.000755,-0.000755,0,1,3.8529998,3.3e-06,-3.3e-06,0,1,3.225,0.163,-0.163,0,1,8913.0,98.5001,-98.5001,0,1,15.4014,0.844409,-0.844409,0,1,1099.44,1604.0,9.995771,0.006,-0.006,0,1,275.358,3.5905,-3.5905,0,1,6893.4,147.5,-147.5,0,1,4.22,0.1,-0.1,0,1,1.57,0.09,-0.09,0,1,2019-10-30 21:47:36,2025-05-02 16:00:02,1.0,28.673486883720933,0.0899982469467656,29.2740111755234,0.0348754235595859,23574.447738712344,0.6388030701933861,0.2326863376563089,0.8947784306263642,0
446,1374.01,1374,190430205,190430205.01,1,FP,21h39m41.4s,324.922517,+46d13m12.77s,46.220215,-2.152,0.059,-0.059,0.0,1.0,-1.765,0.051,-0.051,0.0,1.0,2458712.06866,0.0107,-0.0107,0,1,1.06884,0.00034,-0.00034,0,1,2.512,0.474,-0.474,0,1,470.0,1.70665,-1.70665,0,1,10.3628,0.812198,-0.812198,0,1,32361.2,3736.0,9.8261,0.011,-0.011,0,1,1013.56,29.319,-29.319,0,1,9222.0,179.0,-179.0,0,1,3.42,0.07,-0.07,0,1,4.94,0.19,-0.19,0,1,2019-10-30 21:47:37,2021-10-29 12:59:15,0.0,10.211847133757962,0.0192452549864428,8.630367591034554,0.0979254768409366,1064.91002390143,4.725544058784713,0.4051181956191715,0.055164267775898,0
447,1375.01,1375,190442486,190442486.01,1,FP,21h39m44.53s,324.935562,+41d57m02.86s,41.950794,16.048,0.041,-0.041,0.0,1.0,1.949,0.042,-0.042,0.0,1.0,2459850.13104,0.003199,-0.003199,0,1,5.4561177,2.47e-05,-2.47e-05,0,1,3.1,0.633,-0.633,0,1,1360.0,90.3633,-90.3633,0,1,5.78741,0.295284,-0.295284,0,1,796.96,1480.0,10.4568,0.016,-0.016,0,1,365.168,3.815,-3.815,0,1,7465.0,170.4,-170.4,0,1,4.31,0.08,-0.08,0,1,1.51,0.05,-0.05,0,1,2019-10-30 21:47:37,2022-11-07 16:02:02,0.0,42.24091122580645,0.0351625858193085,11.89618639650695,0.0236737317207557,75370.2290045848,0.4872155345322213,0.1982585398526457,0.0892933071856097,0
448,1376.01,1376,190743990,190743990.01,1,FP,21h43m08.91s,325.787112,+45d38m48.5s,45.646806,-7.587,0.049,-0.049,0.0,1.0,-20.957,0.054,-0.054,0.0,1.0,2460582.487167,0.001501,-0.001501,0,1,1.7380504,2.8e-06,-2.8e-06,0,1,1.496,0.311,-0.311,0,1,956.0,64.9713,-64.9713,0,1,4.42263,0.270415,-0.270415,0,1,787.969,1476.0,10.2566,0.006,-0.006,0,1,240.012,1.8065,-1.8065,0,1,6026.0,128.9,-128.9,0,1,4.16,0.08,-0.08,0,1,1.45,0.06,-0.06,0,1,2019-10-30 21:47:37,2024-12-18 16:02:01,0.0,27.883161497326206,0.0279824739006643,20.66794763869025,0.0358639388899961,21678.34095052069,1.003058875091056,0.2449385994025887,0.0754775669876146,0
449,1377.01,1377,240613164,240613164.01,1,FP,21h45m13.25s,326.305217,+45d48m45.17s,45.812547,-4.045,0.057,-0.057,0.0,1.0,-4.784,0.057,-0.057,0.0,1.0,2458712.05324,0.00122,-0.00122,0,1,1.99143,8e-05,-8e-05,0,1,4.136,0.071,-0.071,0,1,16745.8,646.568,-646.568,0,1,9.7575887,0.6874487,-0.6874487,0,1,108701.0,5058.0,10.1441,0.009,-0.009,0,1,4984.88,921.355,-921.355,0,1,9458.2,455.4,-455.4,0,1,4.35,0.0853377,-0.0853377,0,1,1.21069,0.06,-0.06,0,1,2019-10-30 21:47:37,2021-10-29 12:59:15,0.0,11.55568665377176,0.0739406143482816,31.28761219114412,0.0865374797674702,1543.0758371860352,0.7648734598908985,0.5347740584889302,1.4664454081643103,0
450,1378.01,1378,249812036,249812036.01,1,FP,22h39m08.53s,339.785541,+49d25m35.62s,49.426562,5.235,0.047,-0.047,0.0,1.0,-3.878,0.047,-0.047,0.0,1.0,2460561.395306,0.001493,-0.001493,0,1,5.7785318,5.1e-06,-5.1e-06,0,1,2.348,0.575,-0.575,0,1,4990.0,8665.45,-8665.45,0,1,42.6903,10.5937,-10.5937,0,1,2264.51,1921.0,9.624,0.013,-0.013,0,1,547.399,9.159,-9.159,0,1,8224.0,161.9,-161.9,0,1,3.81,0.07,-0.07,0,1,2.92,0.1,-0.1,0,1,2019-10-30 21:47:37,2024-11-21 10:08:02,0.0,59.06506098807496,0.1341281261782078,30.085149936029573,0.0169304828145677,206059.18140285945,0.9067853875598388,0.2335846303501945,0.7055057304081876,0
453,1380.01,1380,274170255,274170255.01,1,FP,21h05m47.12s,316.446344,+46d50m42.54s,46.845151,19.689,0.046,-0.046,0.0,1.0,2.774,0.047,-0.047,0.0,1.0,2458712.04951,0.0055,-0.0055,0,1,1.41072,0.00028,-0.00028,0,1,2.623,0.4,-0.4,0,1,500.0,1.05689,-1.05689,0,1,8.4993,0.6874487,-0.6874487,0,1,2001.09,1863.0,9.32845,0.006,-0.006,0,1,305.674,2.7495,-2.7495,0,1,5197.0,122.0,-122.0,0,1,4.35,0.0853377,-0.0853377,0,1,3.84,0.06,-0.06,0,1,2019-10-30 21:47:37,2021-10-29 12:59:15,0.0,12.907845977887913,0.0203060493119266,8.524849323293136,0.0774722600279762,2150.6083303715573,3.052839756130679,0.3584760438714643,0.092808980998283,0
456,1383.01,1383,313506357,313506357.01,1,FP,23h11m01.81s,347.757547,+45d56m01.28s,45.93369,45.999,0.044,-0.044,0.0,1.0,0.128,0.039,-0.039,0.0,1.0,2459880.029372,0.003204,-0.003204,0,1,1.532703,1.46e-05,-1.46e-05,0,1,2.698,0.543,-0.543,0,1,1250.0,2114.67,-2114.67,0,1,10.8699,2.32743,-2.32743,0,1,26916.4,3568.0,9.5621,0.006,-0.006,0,1,178.003,0.896,-0.896,0,1,6023.1,122.1,-122.1,0,1,4.24,0.09,-0.09,0,1,1.39,0.06,-0.06,0,1,2019-10-30 21:47:37,2022-12-12 16:02:01,0.0,13.634126019273536,0.0717437792884958,13.104276893746247,0.0733453687157046,2534.439400392968,1.0456254100415496,0.5923859806411981,0.1870983739043321,0
457,1384.01,1384,328167090,328167090.01,1,FP,22h06m39.23s,331.663464,+55d41m10.52s,55.686255,-2.097,0.061,-0.061,0.0,1.0,-9.395,0.048,-0.048,0.0,1.0,2459880.756663,0.002129,-0.002129,0,1,0.7131492,3.7e-06,-3.7e-06,0,1,2.428,0.601,-0.601,0,1,450.0,55.9689,-55.9689,0,1,4.89712,0.6874487,-0.6874487,0,1,18159.7,3234.0,10.0009,0.006,-0.006,0,1,235.218,1.7195,-1.7195,0,1,5128.9,90.1,-90.1,0,1,3.88,0.0853377,-0.0853377,0,1,1.93,0.06,-0.06,0,1,2019-10-30 21:47:37,2022-12-12 16:02:01,0.0,7.049250741350907,0.02327860436374,8.73690421564927,0.1418590481019493,350.2909167889269,2.417892804188012,0.6305445612119558,0.0449627135775574,0
458,1385.01,1385,329864959,329864959.01,1,FP,22h12m58.81s,333.245043,+53d59m04.27s,53.98452,4.7,1.2,-1.2,0.0,1.0,-5.3,1.3,-1.3,0.0,1.0,2458739.96744,0.00077,-0.00077,0,1,4.52318,0.00024,-0.00024,0,1,5.099,0.148,-0.148,0,1,25109.1,4.08384,-4.08384,0,1,9.7575887,0.6874487,-0.6874487,0,1,504.879,1265.0,8.437,0.023,-0.023,0,1,324.346,2.504,-2.504,0,1,5780.0,131.1,-131.1,0,1,4.35,0.0853377,-0.0853377,0,1,1.21069,0.06,-0.06,0,1,2019-10-30 21:47:37,2021-10-29 12:59:15,0.0,21.289727397528928,0.0739406143482816,31.076389864740747,0.0469710100710856,9649.622011005167,0.4426600968459868,0.2188581314878892,10.593296944645497,0
459,1386.01,1386,343019899,343019899.01,1,CP,22h18m00.98s,334.504103,+54d19m08.56s,54.319045,55.052,0.05,-0.05,0.0,1.0,10.638,0.044,-0.044,0.0,1.0,2460561.017924,0.001681,-0.001681,0,1,25.8386422,5.77e-05,-5.77e-05,0,1,5.209,0.392,-0.392,0,1,1806.0,67.3058,-67.3058,0,1,4.31235,0.241657,-0.241657,0,1,32.9135,667.0,10.0618,0.006,-0.006,0,1,146.858,0.6835,-0.6835,0,1,5769.0,146.5,-146.5,0,1,4.43,0.08,-0.08,0,1,1.03,0.05,-0.05,0,1,2019-10-30 21:47:37,2024-12-12 16:02:02,1.0,119.04922495680552,0.0384105281909682,8.158391000528232,0.0083998866885763,1687251.0890046512,0.1178485109093022,0.1156179580516554,0.1706073534324339,0
460,1387.01,1387,343442463,343442463.01,1,FP,22h46m04.49s,341.518718,+55d09m46.57s,55.162935,14.058,0.074,-0.074,0.0,1.0,-1.994,0.061,-0.061,0.0,1.0,2458739.5222,0.0029,-0.0029,0,1,0.78381,0.00015,-0.00015,0,1,1.443,0.189,-0.189,0,1,426.099,1.1574,-1.1574,0,1,3.89595,0.236466,-0.236466,0,1,9401.36,2743.0,8.95861,0.006,-0.006,0,1,239.688,2.551,-2.551,0,1,7842.0,120.2,-120.2,0,1,4.22,0.08,-0.08,0,1,1.72,0.05,-0.05,0,1,2019-10-30 21:47:37,2021-10-29 12:59:15,0.0,13.036340956340956,0.0207806165991039,14.305035054792812,0.0767086411247623,2215.476418798301,2.023273438932377,0.3497832185666921,0.1111902009120837,0
461,1388.01,1388,346338552,346338552.01,1,KP,22h57m46.89s,344.445363,+38d40m29.71s,38.674919,32.384,0.041,-0.041,0.0,1.0,-41.751,0.044,-0.044,0.0,1.0,2460606.436882,0.000164,-0.000164,0,1,4.4652986,9e-07,-9e-07,0,1,2.502,0.083,-0.083,0,1,14440.0,235.36,-235.36,0,1,14.5331,0.65462,-0.65462,0,1,259.687,1118.0,9.76031,0.006,-0.006,0,1,158.979,0.971,-0.971,0,1,6051.2,106.5,-106.5,0,1,4.35,0.08,-0.08,0,1,1.18,0.05,-0.05,0,1,2019-10-30 21:47:37,2025-05-01 10:08:01,1.0,42.8326004796163,0.1129925361530088,48.02819787625836,0.0233467029506156,78582.04508478772,0.4351593672975392,0.1847567424643046,1.800707582139195,0
463,139.01,139,62483237,62483237.01,1,CP,22h25m36.58s,336.402414,-34d54m34.97s,-34.909713,26.43,0.071,-0.071,0.0,1.0,-30.255,0.08,-0.08,0.0,1.0,2458334.891563,0.001381,-0.001381,0,1,11.0708575,2.77e-05,-2.77e-05,0,1,2.1937617,0.3106342,-0.3106342,0,1,1149.7328034,91.839714,-91.839714,0,1,2.3337648,1.646811,-1.646811,0,1,22.4219066,554.9934842,9.3636,0.006,-0.006,0,1,42.4061,0.0763,-0.0763,0,1,4356.0,173.0,-173.0,0,1,4.53491,0.3608,-0.3608,0,1,0.700727,0.0575277,-0.0575277,0,1,2018-09-05 18:51:57,2024-09-10 10:08:02,1.0,121.11642754999323,0.0305549611168573,15.456423588681105,0.0082565182958953,1776679.7694574788,0.1410678382915361,0.1274089724977043,0.2066126569277341,0
464,1390.01,1390,365389353,365389353.01,1,FP,21h35m27.51s,323.86462,+51d19m24.88s,51.323577,7.911,0.068,-0.068,0.0,1.0,4.41,0.063,-0.063,0.0,1.0,2460605.160178,0.001665,-0.001665,0,1,2.6380089,5.9e-06,-5.9e-06,0,1,3.55,0.433,-0.433,0,1,1683.0,702.489,-702.489,0,1,12.8098,2.14567,-2.14567,0,1,26423.9,3551.0,10.3093,0.02,-0.02,0,1,523.373,12.7995,-12.7995,0,1,7495.0,195.4,-195.4,0,1,3.88,0.09,-0.09,0,1,2.5,0.1,-0.1,0,1,2019-10-30 21:47:37,2024-12-17 16:02:02,0.0,17.83442636619718,0.0470084403669724,11.55616422353015,0.0560713296557364,5672.538278727425,1.3094507570084717,0.4737825216811207,0.1265797157199144,0
465,1391.01,1391,389182138,389182138.01,1,FP,22h54m32.41s,343.635061,+54d09m42.53s,54.161814,-94.07,0.049,-0.049,0.0,1.0,9.95,0.048,-0.048,0.0,1.0,2460610.162144,0.002786,-0.002786,0,1,2.7260173,6.2e-06,-6.2e-06,0,1,2.703,0.933,-0.933,0,1,1165.0,2281.09,-2281.09,0,1,4.98036,1.77314,-1.77314,0,1,4788.29,2317.0,10.4602,0.006,-0.006,0,1,115.746,0.4265,-0.4265,0,1,5256.0,125.8,-125.8,0,1,4.59,0.08,-0.08,0,1,0.79,0.04,-0.04,0,1,2019-10-30 21:47:37,2024-12-04 16:02:02,0.0,24.204371143174253,0.0578371849959354,12.627486619220136,0.0413148515235027,14180.169136109636,0.4048318621666218,0.4408295281582953,0.0762510670194573,0
466,1392.01,1392,416987878,416987878.01,1,FP,21h31m34.11s,322.892141,+50d19m14.57s,50.320713,1.791,0.047,-0.047,0.0,1.0,-2.781,0.049,-0.049,0.0,1.0,2458712.7665,0.00452,-0.00452,0,1,2.86876,0.00042,-0.00042,0,1,2.422,0.362,-0.362,0,1,1030.0,2.17774,-2.17774,0,1,8.48351,0.518841,-0.518841,0,1,2571.69,1983.0,10.399,0.029,-0.029,0,1,594.193,10.8995,-10.8995,0,1,8342.0,285.2,-285.2,0,1,3.9,0.08,-0.08,0,1,2.65,0.09,-0.09,0,1,2019-10-30 21:47:37,2021-10-29 12:59:15,0.0,28.42701899256813,0.0293699498009347,13.250872449117434,0.0351778003969194,22971.74353387355,1.3125516313637875,0.2377127787101414,0.0713242518252316,0
467,1393.01,1393,430528566,430528566.01,1,FP,22h12m41.1s,333.171245,+52d54m03.19s,52.900886,2.078,0.05,-0.05,0.0,1.0,-17.708,0.049,-0.049,0.0,1.0,2460405.442909,0.000688,-0.000688,0,1,0.5590256,1.7e-06,-1.7e-06,0,1,0.688,0.131,-0.131,0,1,660.0,105.909,-105.909,0,1,4.22851,0.6874487,-0.6874487,0,1,2015.68,1866.0,10.1993,0.006,-0.006,0,1,248.79,2.1445,-2.1445,0,1,5780.0,131.1,-131.1,0,1,4.35,0.0853377,-0.0853377,0,1,1.35,0.06,-0.06,0,1,2019-10-30 21:47:37,2024-05-21 10:08:02,0.0,19.500893023255816,0.0287360516479782,37.340792379840494,0.051279702873476,7415.893762932981,1.9893565929359736,0.3228373702422145,0.0549318133273682,0
468,1394.01,1394,431156009,431156009.01,1,FP,22h41m34.99s,340.395784,+51d57m55.03s,51.965285,47.604,0.075,-0.075,0.0,1.0,15.882,0.071,-0.071,0.0,1.0,2460403.663304,0.002431,-0.002431,0,1,2.958148,1.3e-05,-1.3e-05,0,1,3.769,0.881,-0.881,0,1,980.0,57.7096,-57.7096,0,1,4.47387,0.273211,-0.273211,0,1,4739.26,2311.0,9.44275,0.006,-0.006,0,1,195.022,1.5465,-1.5465,0,1,6294.0,142.8,-142.8,0,1,4.13,0.09,-0.09,0,1,1.58,0.07,-0.07,0,1,2019-10-30 21:47:37,2024-05-16 10:08:02,0.0,18.83670788007429,0.025977644872837,8.305903869725936,0.0530878328828262,6683.6701460842,0.7667324097792467,0.3671750873848109,0.1637291758257847,0
469,1395.01,1395,468472950,468472950.01,1,FP,21h25m07.97s,321.283221,+40d53m16.16s,40.887821,-3.082,0.107,-0.107,0.0,1.0,-6.903,0.09,-0.09,0.0,1.0,2458712.35831,0.00523,-0.00523,0,1,0.98736,0.00017,-0.00017,0,1,1.464,0.252,-0.252,0,1,370.0,1.22746,-1.22746,0,1,3.41784,0.282621,-0.282621,0,1,2591.32,1987.0,10.1277,0.006,-0.006,0,1,279.953,6.32,-6.32,0,1,6301.3,135.2,-135.2,0,1,4.07,0.09,-0.09,0,1,1.69,0.1,-0.1,0,1,2019-10-30 21:47:37,2022-08-19 12:02:36,0.0,16.18622950819672,0.0185540415829759,13.138923539392994,0.0617809107113919,4240.695429627396,1.7043927777298649,0.3153317569390443,0.0328943814336346,0
470,1396.01,1396,468845640,468845640.01,1,FP,22h31m20.18s,337.8341,+53d47m45.79s,53.796052,84.014,0.227,-0.227,0.0,1.0,18.619,0.32,-0.32,0.0,1.0,2458741.72914,0.00222,-0.00222,0,1,3.99307,0.00063,-0.00063,0,1,4.783,0.567,-0.567,0,1,3892.81,3.4588,-3.4588,0,1,6.35126,0.329438,-0.329438,0,1,1282.52,1667.0,10.3217,0.006,-0.006,0,1,102.931,1.5595,-1.5595,0,1,4731.1,101.1,-101.1,0,1,4.35,0.09,-0.09,0,1,0.93,0.04,-0.04,0,1,2019-10-30 21:47:37,2021-10-29 12:59:15,0.0,20.036311938114157,0.0626542369537338,13.044613706073816,0.0499093846756171,8043.653487027314,0.3694976376788799,0.3523493479317706,0.2894564338461192,0
471,1397.01,1397,64553698,64553698.01,1,FP,22h33m48.71s,338.452968,+57d33m48.74s,57.563539,50.046,0.054,-0.054,0.0,1.0,6.338,0.053,-0.053,0.0,1.0,2458965.050909,0.000687,-0.000687,0,1,8.6795072,4.22e-05,-4.22e-05,0,1,3.628,0.846,-0.846,0,1,10160.0,17032.0,-17032.0,0,1,24.132,5.63409,-5.63409,0,1,578.958,1366.0,10.1799,0.006,-0.006,0,1,194.993,1.2205,-1.2205,0,1,6057.0,140.2,-140.2,0,1,4.43,0.09,-0.09,0,1,1.14,0.05,-0.05,0,1,2019-10-30 21:47:37,2022-12-12 16:02:01,0.0,57.41680617420066,0.1942056977305649,27.78302793462878,0.0174165034008689,189285.38957373291,0.2699239824325367,0.2255241868912002,0.8608623374670098,0
473,1399.01,1399,66783360,66783360.01,1,FP,22h47m53.02s,341.970903,+49d55m05.06s,49.918072,18.039,0.078,-0.078,0.0,1.0,0.467,0.07,-0.07,0.0,1.0,2459881.30632,0.00151,-0.00151,0,1,1.3812787,3.5e-06,-3.5e-06,0,1,2.4,0.746,-0.746,0,1,1573.0,549.312,-549.312,0,1,5.91488,1.10109,-1.10109,0,1,24595.6,3488.0,10.2107,0.006,-0.006,0,1,252.396,3.0125,-3.0125,0,1,6483.0,147.9,-147.9,0,1,4.28,0.08,-0.08,0,1,1.38,0.06,-0.06,0,1,2019-10-30 21:47:37,2023-05-24 12:02:59,0.0,13.812787,0.0393224305278553,16.525443345876617,0.0723966857666016,2635.3842401358456,1.1126490715014428,0.5380225204380688,0.1295533724141706,0
